id,longitud,latitud
3841,-3.68725610305613,40.4305239406404
3932,-3.68746505818727,40.4275546882102
3944,-3.68684864655312,40.4313764871973
3945,-3.68763597537189,40.4278899827757
9890,-3.6840142173171,40.4267426222716
3964,-3.68359880154853,40.4316540529982
3979,-3.6859301102967,40.4304145119815
3980,-3.68462318370131,40.4303327596788
